ID;weibo_poiid;;dianping_id;;classification;weibo_title;dianping_title;address;dianping_addr;dianping_tag;dianping_tag_2;2015 bjdw event no.;lat;lon;lat_wgs;lng_wgs;lat_BD;lng_BD;weibo count;dianping count
165;;;24090758;;4;维斯特酒店(北京天安门大栅栏西...;;;大栅栏西街41号;三星级/舒适型;前门;;;;39.89210311;116.3788348;;;;36
166;;;8026976;;4;珠家聚乐宾馆;;;朱家胡同15号前门;经济型;前门;;;;39.89286419;116.3788712;;;;3
167;;;6039890;;1;B/C黑媚;;;前门大栅栏西街;服饰鞋包;前门;;;;39.89378266;116.3793642;;;;1
168;;;23644588;;2;辣来缘川味馆;;;前门大栅栏陕西巷88号;川菜;虎坊桥;;;;39.89289314;116.3787448;;;;4
169;;;19423695;;2;北京名吃十三绝;;;大栅栏西街23号;更多生活服务;;;;;39.89290314;116.3787548;;;;4
170;;;5476763;;2;杨记包子铺;;;大栅栏西街;小吃快餐;前门;;;;39.89391203;116.3802635;;;;7
171;;;6612404;;4;新升宾馆;;;朱家胡同6号;经济型;前门;;;;39.89287281;116.3792044;;;;4
172;;;6039873;;4;悦华清旅馆;;;前门大栅栏西街(观音寺街)14号;客栈旅舍;前门;;;;39.89128982;116.3841912;;;;1
173;;;24107065;;4;快艇酒店;;;大栅栏街道大栅栏西街87号;经济型;前门;;;;39.89378749;116.3823077;;;;3
174;;;48189058;;4;新羽婷美发沙龙;;;大栅栏西街3号;美发;西城区;;;;39.89337887;116.38597;;;;1
175;;;5476771;;2;李家包子铺;;;大栅栏西街铁树斜街5号;小吃快餐;前门;;;;39.89379045;116.3828217;;;;1
176;;;3623797;;4;五联宾馆;;;大栅栏西街41号;经济型;前门;;;;39.89112042;116.3830869;;;;1
177;;;6039904;;1;雪满天超市;;;前门大栅栏西街9号;超市/便利店;前门;;;;39.89382044;116.3828317;;;;2
178;;;21945416;;2;Beers89;;;大栅栏西街89号;酒吧;东城区;;;;39.89295929;116.3851005;;;;25
179;;;9041551;;4;5D疯狂体验;;;大栅栏西街73号;游乐游艺;前门;;;;39.89190134;116.3814728;;;;60
180;;;6612375;;4;大力宾馆;;;大力胡同17号;经济型;前门;;;;39.89384074;116.382322;;;;5
181;;;6039864;;1;花之蕊鞋店;;;前门大栅栏西街23号;服饰鞋包;前门;;;;39.89347881;116.3861099;;;;1
182;;;17134142;;4;中国移动;;;大栅栏西街64号;通信营业厅;菜市口;;;;39.89243978;116.3841611;;;;2
183;;;24630342;;2;重庆小面;;;大栅栏西街25号;小吃快餐;前门;;;;39.89249118;116.3816826;;;;2
184;;;21159211;;1;镂艺轩手工剪纸;;;大栅栏杨梅树斜街6号;京味儿购物;西城区;;;;39.8930962;116.3833255;;;;1
185;;;3623803;;4;鑫港宾馆;;;大栅栏西街12号;经济型;前门;;;;39.89257455;116.3827389;;;;2
186;;;19630202;;2;瑞丝琳＊西餐啤酒花园(总店);;;大栅栏西街88号;西餐;前门;;;;39.89347881;116.3861099;;;;155
187;;;18575829;;2;马迭尔.1906.MODERN(大栅栏店);;;大栅栏西街98号;面包甜点;前门;;;;39.8917564;116.3824598;;;;83
188;;;4682426;;2;果味豆浆;;;大栅栏西街36号;面包甜点;前门;;;;39.89286948;116.3847207;;;;8
189;;;24324925;;2;大栅栏茶馆;;;大栅栏西街1号二层张一元茶馆;茶馆;前门;;;;39.89204852;116.3828419;;;;20
190;;;24016570;;4;洗衣邦(虎坊桥店);;;大栅栏铁树斜街115号;洗衣店;虎坊桥;;;;39.89347064;116.3865007;;;;1
191;;;3611311;;4;大宏巷浴池;;;大栅栏大宏巷22号;洗浴;前门;;;;39.8934755;116.387765;;;;3
