poiid;title;address;lat;lon;lat_wgs;lng_wgs;count
B2094757D66EA4F8499E;北师大附中食堂;株洲北师大附中内;39.897554999999997;116.384866000000000;39.896158077099997;116.378630495000000;0
B2094757D56EA0FF4398;宣武区少年书法学会;中国北京市宣武区和平门外东街;39.899205190000004;116.386390789999990;39.897807117799999;116.380153844000010;0
B2094757DA64A5FE4798;小黑屋;前门西河沿111号;39.897995000000002;116.385322000000000;39.896597726300001;116.379086059000000;11
B2094654D16EA4F44092;厂甸11号院(西门);;39.896540000000002;116.385189999999990;39.895142887399999;116.378954353000000;0
B2094654D36EAAFE4693;厂甸11号院;厂甸11号院;39.896490000000000;116.385740000000000;39.895092498600000;116.379503911000000;15
B2094757D16BA2FE449B;西长安街88号;北京西长安街88号;39.896687000000000;116.385251000000000;39.895289836700002;116.379015284000000;18
B2094654D36EAAFE4798;厂甸甲9号院;;39.896059999999999;116.385710000000000;39.894662539199999;116.379473989999990;5
B2094654D16EA4F4409D;厂甸甲9号院(西门);厂甸甲9;39.896059999999999;116.385180000000010;39.894662916500003;116.378944422999990;0
B2094654D36EAAFE4692;厂甸电话局客服管理室;;39.896479999999997;116.385200000000000;39.895082882899999;116.378964353000000;6
B2094757D56FA3FA459A;果春斋;西城区琉璃厂东街9号(近和平门地铁C口);39.895378000000001;116.388908000000000;39.893978526900000;116.382669760000000;0
B2094654D66DA7FE4999;虎坊桥小区;宣武区广安门虎坊桥;39.896993999999999;116.389805000000000;39.895593952900001;116.383565996000000;11493
B2094757D56FA3FA469C;华远鹏程旅行社(前门门市部);中国北京市宣武区前门西河沿街164;39.898918729999998;116.390158420000010;39.897518407400000;116.383918962000000;0
B2094752D36FA3F84693;东城区东直门簋街;东直门内大街;39.898319000000001;116.390090000000000;39.896918740600000;116.383850659000000;0
B2094654D36EAAFE419D;德州扒鸡(延寿街);;39.895800000000001;116.389390000000010;39.894400234800003;116.383151402000000;0
B2094654D36EAAFE4299;北京市宣武区炭儿胡同小学;宣武区炭儿胡同11号;39.895840000000000;116.390630000000000;39.894439574099998;116.384390666000000;10
B2094654D36EAAFE439E;宣武文化馆;琉璃厂东街29;39.895359999999997;116.388240000000000;39.893960921199998;116.382002205000010;14
B2094757D16DA7FE4899;人民大会堂中央大厅;北京东城区西长安街;39.896381722299999;116.393191818000010;39.894980109000002;116.386951155999990;0
B2094654D36EABFA489E;陈记卤煮小肠 取灯胡同店;西城区取灯胡同3号(近前门大栅栏);39.896630000000002;116.394160000000000;39.895228006600000;116.387918920000000;402
B2094654D36EAAFD459E;欣燕都连锁酒店前门店;北京市宣武区前门西河沿街114号;39.898949999999999;116.393379999999990;39.897548195399999;116.387138932000000;42
B2094654D16BA7F8409B;和平门三千里烤肉城-新立店;西城区前门西河沿228号;39.898899999999998;116.393469999999990;39.897498162399998;116.387228901000000;3
B2094654D068ABFF439E;面爱面 前门店;西城区前门西大街正阳市场1号;39.899740000000001;116.395790000000010;39.898337333599997;116.389547984000000;34
B2094757D465A2FB429B;金正阳酒楼;东城区前门西大街正阳市场2号楼(近肯德基);39.899410000000003;116.395210000000010;39.898007524999997;116.388968202000000;3
B2094753D768AAFB409D;天安门;北京市 北京;39.898817999999999;116.395011000000000;39.897415615600003;116.388769341000000;0
B2094654D064A1FF4793;观旗宾馆 正阳市场分店;宣武区前门西大街正阳市场1号;39.899529999999999;116.395450000000000;39.898127444799997;116.389208111000000;0
B2094654D36EAAFD469C;宣武烟草(前门西河沿街);;39.898969999999998;116.394340000000000;39.897567836199997;116.388098555000000;0
B2094757D66BA1F44298;致美楼;西城区煤市街(近取灯胡同);39.895905999999997;116.393981999999990;39.894504104500001;116.387741078999990;0
B209475DDB6DAAFE489E;Soloist coffee;北京市 39# Yangmeizhu xiejie Beijing;39.895980000000002;116.392760999999990;39.894578581700003;116.386520577000000;141
B2094654D36EABF9489B;云南商店;东城区前门大栅栏西口;39.895769999999999;116.394450000000010;39.894367942999999;116.388208922999990;7
B2094654D168A3F54498;青云阁;大栅栏西街33号;39.895280000000000;116.393430000000000;39.893878342800001;116.387189379000010;18
B2094654D36EABF9489A;前门客栈;东城区煤市街33号;39.896059999999999;116.394350000000000;39.894657964799997;116.388108922000000;46
B209475CDA6AA7F5479C;soloist coffee;北京市 西城区煤市街杨梅竹斜街39号;39.895839000000002;116.393103999999990;39.894437446900000;116.386863445000000;47
B2094757D164ABFE449D;南新华街;宣武区东北部南新华街;39.895913999999998;116.391248000000000;39.894513265599997;116.385008322000000;0
B2094757D66AA6FD4298;365in;东城区大栅栏西街路北侧;39.895589999999999;116.393880000000000;39.894188156799999;116.387639159000000;12
B2094757D56FA2F54799;前门东升平宾馆;东城区前门大栅栏西街11号;39.895664060000001;116.394073080000000;39.894262142199999;116.387832155000000;0
B2094757D16EA1FE4699;王记锅贴;东城区鲜鱼口;39.896137000000003;116.393310000000000;39.894735350799998;116.387069319000010;3
B2094654D36EABFB489F;老浒记;北京市崇文区天王星后方;39.894419999999997;116.384950000000000;39.893023158900000;116.378714823000000;125
B2094654D36EABFB499E;天平商务楼;东城区王府井东大街8号;39.894030000000001;116.385970000000000;39.892632451300003;116.379734041000010;104
B2094757D16DA6FB4893;中国书店（来薰阁书店);西城区琉璃厂东街115号;39.895130000000002;116.385080000000000;39.893733031499998;116.378844624000000;40
B2094654D66CA4FB479A;汲古阁综合商场;东城区琉璃厂东街132-134号;39.895200000000003;116.385070000000000;39.893803035600001;116.378834624000010;0
B2094654D36EABF4439B;高丽高烤肉城 南新华街店;西城区南新华街小沙土园夹道7号;39.893500000000003;116.385070000000000;39.892103113899999;116.378834840000000;14
B2094654D06FAAFA4299;北京银都商务酒店;;39.894620000000003;116.384840000000000;39.893223230300002;116.378604890999990;0
B209475CD06AA1FB439F;老浒记民俗酒楼 琉璃厂店;琉璃厂南新华街58号(近师大一附中);39.894261139999998;116.385106480000000;39.892864192300003;116.378871192999990;21
B2094654D36EABFB469F;锦昌(琉璃厂东街);琉璃厂东街118;39.895180000000003;116.385600000000000;39.893782656900001;116.379364190999990;4
B2094654D36EABFB489D;北京银行琉璃厂支行;南新华街58-3;39.894289999999998;116.384980000000000;39.892893142900000;116.378744815000000;7
B2094654D36EABFB489C;宣武人才服务中心人才开发培训部;南新华街58-3号3层;39.894300000000001;116.384990000000000;39.892903135200001;116.378754805000000;3
B2094757D66EA6FE4398;中国工商银行(琉璃厂支行);西城区南新华街48号-2琉璃文化街;39.894419999999997;116.385240000000000;39.893022948499997;116.379004581999990;0
B2094654D36EABFB459D;韫王斋;琉璃厂东街96;39.895150000000001;116.386180000000000;39.893752255400003;116.379943733999990;0
B2094654D36EAAFE4493;戴月轩;东城区琉璃厂东街73号;39.895310000000002;116.386500000000000;39.893912031399999;116.380263466000000;6
B2094654D36EABFB479C;北京琉璃厂文化创意产业园区办公室;小沙土园12号;39.894269999999999;116.385440000000000;39.892872812199997;116.379204437000000;8
B2094654D36EABFB459E;悦雅堂;琉璃厂东街90;39.895139999999998;116.386390000000010;39.893742113199998;116.380153572000000;0
B2094654D36EAAFE4498;屏古斋;宣武区琉璃厂东街59;39.895249999999997;116.387510000000010;39.893851376500002;116.381272727000000;0
B2094654D36EAAFC439C;音乐城堡;西城区南新华街86号(近燕居园琴行);39.892220000000002;116.384910000000000;39.890823290000000;116.378675137000000;0
B2094757D068A6F4459B;八大胡同;西城区珠市口西大街(南新华街口);39.892690000000002;116.390429999999990;39.891289821299999;116.384191180000000;2062
B2094757D66FA0F44593;杨梅竹斜街;北京前门;39.895186746699999;116.388545718000000;39.893787493600001;116.382307740000000;767
B2094757D465A2FB4398;德缘烤鸭店 大栅栏店;西城区大栅栏西街57号;39.894779999999997;116.392210000000010;39.893378873700001;116.385969985000000;141
B2094654D164A1FC489E;一得阁;东城区琉璃厂东街67号;39.895189999999999;116.389060000000000;39.893790448499999;116.382821687000000;13
B2094654D36EA0FD409A;高家寨小区;北京宣武区虎坊路高家寨胡同福州馆小学以南;39.892519999999998;116.389325000000000;39.891120422299998;116.383086860000010;180
B2094654D164A0F9489A;中国书店;南新华街177号瑞祥大厦中国书店;39.895220000000002;116.389070000000000;39.893820441400003;116.382831677000000;9
B2094654D36EABFA4898;福乐居火锅店;西城区大栅栏西街106号;39.894359999999999;116.391340000000000;39.892959292800001;116.385100472000000;13
B2094654D36EABF44992;乌鲁木齐回民餐厅;西城区大栅栏西街铁树斜街15号(近前门大街);39.894080000000002;116.390450000000000;39.892679746699997;116.384210991000000;0
B2094654D36EABF4469A;欣燕都连锁酒店大栅栏店;北京市宣武区樱桃斜街57号;39.893300000000004;116.387710000000000;39.891901341000001;116.381472833000000;31
B2094654D36EAAFE439A;融德画廊(琉璃厂东街);琉璃厂东街49;39.895240000000001;116.388560000000000;39.893840736000001;116.382322005000010;3
B2094654D36EABFB439A;古月轩(琉璃厂东街);琉璃厂东街甲10;39.895099999999999;116.389050000000000;39.893700458300003;116.382811704999990;0
B2094654D06FA0FC4493;虎坊路办公楼;宣武区永安路106号;39.894365000000001;116.390795000000000;39.892964558800003;116.384555762999990;0
B2094654D168A4F54593;SakuraCafeBar;宣武区大栅栏西街55号(近安怡之家宾馆);39.894880000000001;116.392349999999990;39.893478807699999;116.386109906000000;49
B2094654D068ABFF429B;东北特色小吃(铁树斜街);西城区虎坊桥腊竹胡同(工人俱乐部对面);39.893149999999999;116.388360000000010;39.891750951100001;116.382122405000000;0
B2094654D36EABF4499F;铁树斜街小吃店;铁树斜街20号;39.893839999999997;116.390400000000000;39.892439783500002;116.384161050000000;10
B2094654D16DAAF9499F;东南园小区(南门);;39.893889999999999;116.387919999999990;39.892491183700002;116.381682611000000;5
B2094751D26AA2FD4398;Mix club;朝阳区工人体育场;39.894495999999997;116.389563999999990;39.893096198400002;116.383325461000000;15
B2094654D069AAF5429A;贵州会馆;前门樱桃斜街11号;39.894460000000002;116.390530000000000;39.893059688199997;116.384290898000000;0
B2094753D56DA1FB459F;上林青年旅舍;北京市 北京陕西巷22号;39.893974000000000;116.388977000000000;39.892574551899997;116.382738895000000;18
B2094654D36EABF5409C;平价药店(铁树斜街);;39.894219999999997;116.391139999999990;39.892819395600000;116.384900595000000;0
B2094654D168AAFD429E;安怡之家宾馆前门店;西城区大栅栏西街55号;39.894880000000001;116.392349999999990;39.893478807699999;116.386109906000000;10
B209475CD76DAAF84493;北京上林国际青年旅社;北京市 北京市;39.893310000000000;116.389793000000000;39.891910128399999;116.383554473000000;196
B2094753DB68A6F4489E;鸟巢;北京市 国家奥林匹克;39.894401000000002;116.391014000000000;39.893000448700001;116.384774639000000;0
B2094757D56FA0FA4098;北京轻联富润饭店(前门店);杨梅笮斜街104号;39.895617000000001;116.390664000000000;39.894216567100003;116.384424675999990;0
B2094654D36EABF4479D;良友餐厅;铁树斜街81;39.893129999999999;116.388319999999990;39.891730975999998;116.382082434000000;0
B2094654D36EABFA4792;前门大栅栏西街第五宾馆;东城区前门大栅栏西街86号;39.894579999999998;116.391949999999990;39.893178999200003;116.385710136000000;0
B2094757D56EA5FA429D;谭鑫培故居;中国北京市宣武区铁树斜街72;39.893155649999997;116.388697650000000;39.891756401300000;116.382459830000000;6
B2094757DA6BA4F4479A;中国石油管道大厦;北京经济技术开发区13号街区13C1地块;39.893251999999997;116.389621000000010;39.891852224600001;116.383382584000000;0
B2094654D065A0F8439F;暖日酒吧;西城区铁树斜街5号(德缘烤鸭店西侧);39.894269999999999;116.390960000000010;39.892869481300004;116.384720685000000;8
B2094757D16CA2F5479D;铁树花开;北京铁树斜街;39.893447999999999;116.389080000000010;39.892048517399999;116.382841896000000;5
B2094757D169A2FA4099;大外廊营;北京市西城区大外廊营;39.893050389999999;116.389430809999990;39.891650728700000;116.383192537000000;0
B2094753D769ABF9429C;狗不理包子(前门店);北京市西城区前门大栅栏29-31号;39.894871999999999;116.392741000000000;39.893470640799997;116.386500727000000;94
B2094757D66CA3FA4992;贾大爷卤煮;东城区大栅栏西街;39.894877352999998;116.394005818000000;39.893475495899999;116.387765019000000;43
B2094654D068ABFF419F;京川人家酒楼(大栅栏西街);崇文区前门大栅栏西街店43号近西郊民巷;39.895150000000001;116.392910000000000;39.893748557700000;116.386669617000000;5
B2094757D464A2FA459B;门框锅贴店;西城区门框胡同中段(近大栅栏步行街);39.894979999999997;116.393280000000000;39.893578415699999;116.387039478999990;32
B2094654D36EABF94898;西华京兆饭店餐厅;东城区煤市街81号西华京兆饭店内;39.894770000000001;116.394460000000000;39.893367985399998;116.388219047000010;51
B2094654D36EABF9499A;欣燕都连锁酒店棕树斜街店;东城区棕树斜街42号(近珠市口大街);39.892389999999999;116.392140000000000;39.890989015300001;116.385900322000000;105
B2094750D46BA6FF4792;京味贾家;大栅栏西街;39.895400000000002;116.394000000000010;39.893998121099997;116.387759137000000;10
B2094757D465A0FF499E;天海老北京;西城区大栅栏西街37号;39.895240000000001;116.393240000000010;39.893838419700003;116.386999463000000;5
B2094753D068A4FD469B;阿来客栈;东城区前门大栅栏西街52号;39.894989000000002;116.393013000000000;39.893587522799997;116.386772592000000;162
B2094654D36EABFA459D;前门大栅栏西街宾馆;前门大栅栏西街32号;39.895229999999998;116.393510000000010;39.893828313900002;116.387269352000000;0
B2094757D16BA1FF429A;天海;北京市大栅栏西街;39.895213345999998;116.393228810000000;39.893811771400003;116.386988281000000;0
B2094757D16DA2FA439F;no.98;北京前门大栅栏煤市街98号;39.894393112000003;116.394532360000000;39.892991089699997;116.388291429000010;63
B2094654D06FA0FD4893;天都广场;宣武区珠市口西大街南部;39.895535000000002;116.394735000000000;39.894132856200002;116.388493853000000;0
B2094654D36EABFB4198;博盛园宾馆;东城区大栅栏西街65号;39.894449999999999;116.392550000000000;39.893048741199998;116.386309868000000;0
B2094654D168A2FD439C;大栅栏商业建筑;;39.894219999999997;116.394540000000010;39.892817983100002;116.388299088000000;7
B2094654D36EABF9489E;平价超市(大力胡同);;39.893599999999999;116.394130000000000;39.892198156600003;116.387889317000000;0
B2094654D06EAAF44692;欣燕都酒店(棕树斜街店);北京市宣武区棕树斜街42号（邻近地铁2、4、5号线以及2环路）;39.892539999999997;116.392320000000000;39.891138929000000;116.386080218000000;10
B2094654D36EABF94892;博兴饭店(博兴胡同);博兴胡同8号;39.892949999999999;116.393630000000000;39.891548372800003;116.387389594000000;3
B2094757D068A4F44593;虎坊桥烤肉城;西城区南新华街临11号1楼(虎坊桥路口西北角向北50米);39.890430000000002;116.384730000000000;39.889033506099999;116.378495517000000;225
B2094654D36EABF4479F;远东饭店(铁树斜街);北京市西城区铁树斜街90号;39.892069999999997;116.387060000000010;39.890671811600001;116.380823459000000;411
B2094757D06BA0F8419C;宣武分局出入境接待大厅;北京梁家园东胡同口;39.891543616000000;116.384722760000000;39.890147075300000;116.378488141999990;0
B2094654D36EABF4469D;陆仁餐厅;西城区铁树斜街149号(近远东饭店);39.891739999999999;116.385610000000000;39.890342809000003;116.379374621000000;13
B2094757D16FAAF54199;和平门三千里烤肉;北京宣武区南华街;39.891559600000001;116.384941100000010;39.890162898000000;116.378706295000000;13
B2094757D065A3F44193;中国联通北京分公司;北京骡马市大街9号;39.890823363999999;116.384933470000010;39.889426702000002;116.378698765000000;56
B2094654D16DABFB409E;游氏京味菜 南新华街店;西城区南新华街28号;39.890990000000002;116.384960000000010;39.889593310800002;116.378725252000000;0
B2094654D36EABF44692;新疆撒拉尔风情;西城区铁树斜街;39.891829999999999;116.386060000000000;39.890432491299997;116.379824251000000;0
B2094757D66DA2F4449D;一番日本料理;西城区韩家胡同80号(近五道街);39.891193000000001;116.386990999999990;39.889794897400002;116.380754620999990;28
B2094654D069ABFE409E;飘HOME连锁酒店(珠市口店);东城区珠市口西大街韩家胡同17号(近琉璃厂古文化街);39.891219999999997;116.386410000000000;39.889822281299999;116.380174056000000;15
B2094654D36EAAFC4098;大栅栏文体广场;西城区珠市口西大街;39.890059999999998;116.386870000000000;39.888662029599999;116.380633855000000;146
B2094654D36EAAFC419E;褡裢火烧(南新华街);西城区北新华街18号南侧;39.889980000000001;116.385070000000000;39.888583278100000;116.378835288000000;0
B2094654D06BAAFB489A;远东国际青年旅社;宣武区铁树斜街113号;39.892150000000001;116.386970000000010;39.890751866400002;116.380733515000000;39
B2094757D56FA0FA4493;雅香茶庄;铁树斜街98;39.892141109999997;116.386654190000000;39.890743184900003;116.380417943000000;0
B2094654D06FA3FC409C;南来顺饭庄(虎坊桥店);宣武区虎坊桥路口东(晋阳饭庄东);39.889690000000002;116.386280000000000;39.888292441200001;116.380044351000000;11
B2094757D068A5FD409F;晋阳饭庄(珠市口店);西城区珠市口西大街241号(纪晓岚故居旁边);39.889659999999999;116.387500000000000;39.888261642700002;116.381263446000010;458
B2094757D06BA4FF479E;纪晓岚故居;北京宣武区珠市口西大街241号(陕西巷南口);39.889879999999998;116.387649999999990;39.888481538100002;116.381413311000000;533
B2094654D36EABF5499F;南来顺爆肚店一分店;西城区珠市口西大街19号(晋阳饭庄东);39.890120000000003;116.388020000000000;39.888721298000000;116.381783021999990;65
B2094757D66EA3FF4492;石头胡同;北京市宣武区石头胡同;39.891441423000003;116.389889810000000;39.890041586199999;116.383651463000010;246
B2094654D16AA5F84099;北京市第九十五中学;北京市宣武区韩家胡同25号;39.891080000000002;116.389070000000000;39.889680633300003;116.382832204000000;5
B2094654D36EABF54798;陕西巷便民理发店;;39.891460000000002;116.389709999999990;39.890060259400002;116.383471758000000;0
B2094757DB69A0F5449D;大董烤鸭（南新仓店）;东四十条;39.891621000000001;116.391686000000010;39.890220257099998;116.385446642999990;27
B2094750DA6BA0FB429A;98烧烤;西城区虎坊桥路口东侧路南;39.890098000000002;116.387930999999990;39.888699353500002;116.381694087000000;20
B2094654D164A5FF439C;宣武区棕树斜街小学;北京市宣武区棕树斜街26号;39.892020000000002;116.391380000000000;39.890619382200001;116.385140749000000;0
B2094654D36EABF5449B;北京轻联富润吉兴宾馆;大栅栏石头胡同65号;39.892299999999999;116.390930000000000;39.890899587299998;116.384690952000000;3
B2094752DA69A3FB4098;前门;北京市 天安门广场;39.891793000000000;116.391749000000000;39.890392220000003;116.385509590000000;0
B2094654D36EABF54892;百顺社区法律服务工作室;百顺胡同12;39.890749999999997;116.388859999999990;39.889350769099998;116.382622381000000;0
B209475CD46FABFA479A;虎坊桥;北京市 韩家胡同;39.890658999999999;116.390068000000000;39.889259104899999;116.383829647000000;0
B2094757D56FA2FB419C;山西特产;西城区真武庙路四条;39.889981830000004;116.387922900000010;39.888583193999999;116.381686007000000;0
B2094654D068ABFF429D;德寿堂药店;东城区珠市口西大街175号;39.889949999999999;116.389580000000000;39.888550401200000;116.383342029999990;0
B2094757D56EA5F94592;北京市殡葬管理处殡葬服务站(珠市口站);珠市口西大街135;39.890423179999999;116.391395669999990;39.889022629400003;116.385156614000000;0
B2094757D66AA3F4499B;丰泽园饭庄 珠市口总店;西城区西城区珠市口西大街83号(近两广路);39.890670000000000;116.394780000000000;39.889268066600003;116.388539456999990;931
B2094654D36EABF5439A;爱义行汽车服务珠市口店;珠市口西大街131;39.890270000000001;116.392210000000010;39.888869083300001;116.385970559000000;98
B209475CD56BA5F4499E;王府井;北京市 王府井步行街;39.892150000000001;116.393660999999990;39.890748398200003;116.387420684000010;0
B2094753DB6DA0FD4299;北京丰泽园饭店;北京西城区珠市口西大街83号;39.890544400000003;116.395066700000000;39.889142378199999;116.388826077000000;159
B2094654D36EABF5429B;曲芳餐厅;东城区珠市口西大街113号;39.890540000000001;116.393400000000000;39.889138574400000;116.387159995000000;4
B2094654D36EABF54198;京顺居餐厅;煤市街;39.892249999999997;116.394390000000000;39.890848126500003;116.388149393000010;0
B2094654D66DA6F44692;煤市街南口;;39.891199999999998;116.395030000000010;39.889797959399999;116.388789306000010;60
B2094654D06FAAF4489B;北京安成商务酒店;西城区珠市口西大街129号;39.890349999999998;116.392610000000000;39.888948906200000;116.386370363000000;10
B2094654D16FABFA4092;傅薪;宣武区珠市口西大街115;39.890479999999997;116.393120000000000;39.889078688700003;116.386880121000000;44
B2094654D36EABFF459F;中国工商银行北京大栅栏支行;西城区珠市口西大街147号;39.890889999999999;116.394920000000000;39.889488009799997;116.388679382000010;0
B2094654D164AAF5499F;丰口酒园（Fonko Wines）;北京市朝阳区日坛路6号安琪商务中心537室;39.890790000000003;116.394670000000000;39.889388097999998;116.388429480000000;0
B209475CD36EA6F8459C;中俊老边饺子馆（和平门店）;前门西大街甲10号近宣武门东大街-全聚德展览馆北侧和平门邮政支局西北侧;39.899794132731003;116.390361785889990;39.898393664700002;116.384122100000000;5
B2094752D564AAFE449B;东来顺前门店;None;39.899464000000002;116.390339000000000;39.898063558600001;116.384099369000000;16
B209475CD065A0FC469B;肯德基 前门店 KFC;前门西大街正阳市场1号楼(供电局路口东南角);39.899696800000001;116.394765600000000;39.898294456999999;116.388523912000000;26
B209475CD069A7FA4593;和平Brewbup自酿酒馆;西河沿街200号(和平门烤鸭店后身胡同东侧);39.898845999999999;116.387640000000000;39.897447131200003;116.381402177000000;15
B2094752D56EA3FA429D;香格里拉酒店;北京市海淀区紫竹院路29号;39.896427000000003;116.387155000000010;39.895028549300001;116.380917834000000;35
B2094452DB6FA1FC499F;铃木食堂(前门店);大栅栏杨梅竹斜街10-14;39.895879999999998;116.393390000000000;39.894478331000002;116.387149319000000;58
B2094750D36BA5F5459A;北京五轮剑道馆;场馆1：朝阳区麦子店西街39号-场馆2：海淀区海淀大街27号亿景大厦-场馆3：朝阳区劲松桥富顿中心D座212;39.896450238588002;116.392914648450000;39.895048734900001;116.386674098000000;12
B2094451D169A6FB469E;渔芙南;北京市西城区杨梅竹斜街166号;39.894910000000003;116.389490000000000;39.893510220200000;116.383251453000000;50
B2094753D769AAFF459F;东来顺饭庄(大栅栏店);北京市西城区大栅栏7号吉龙老栅栏商城2楼;39.893602000000001;116.390615000000000;39.892201684600003;116.384375960000000;11
B2094450D769A2FC459F;壹勺子糖;北京市西城区大栅栏铁树斜街59号;39.893400000000000;116.389090000000000;39.892000513900001;116.382851896000010;50
B2094750D76CA3F54198;秋林菜馆;东城区前门大栅栏地区铁树斜街75号;39.893000000000001;116.388000000000010;39.891601175799998;116.381762669000000;7
